"Object" "Context" "ObjectResponse" "ContextResponse" "ChoiceNo" "SubjectNo" "Group" "CorrObjResp" "Accuracy" "SeenHit" "FalseSeenHit" "ContextAccuracy" "ObjectType" "ItemOrder" "CuriosityRating" "ItemOrderType" "CuriosityRatingType"
"Headphones" "StorageRoom" "New" "None" 4 "P04" "Novel" "Seen" 0 0 0 0 "Old" 5 3 "Late" "Low"
"NikonCamera" "StorageRoom" "Familiar" "StorageRoom" 4 "P04" "Novel" "Seen" 1 0 0 1 "Old" 1 3 "Early" "Low"
"Typewriter" "StorageRoom" "Familiar" "StorageRoom" 3 "P04" "Novel" "Seen" 1 0 0 1 "Old" 6 3 "Late" "Low"
"HandDrill" "Bedroom" "Seen" "Classroom" 2 "P05" "Familiar" "Seen" 1 1 0 0 "Old" 3 1 "Early" "Low"
"HTCViveController" "Bedroom" "Seen" "Classroom" 4 "P05" "Familiar" "Seen" 1 1 0 0 "Old" 2 1 "Early" "Low"
"MilkCarton" "Bedroom" "New" "None" 2 "P05" "Familiar" "Seen" 0 0 0 0 "Old" 1 1 "Early" "Low"
"Mouse" "Bedroom" "Seen" "Bedroom" 3 "P05" "Familiar" "Seen" 1 1 0 1 "Old" 4 1 "Late" "Low"
"Padella" "Bedroom" "New" "None" 4 "P05" "Familiar" "Seen" 0 0 0 0 "Old" 6 1 "Late" "Low"
"PiggyBank" "Bedroom" "Seen" "Bedroom" 4 "P05" "Familiar" "Seen" 1 1 0 1 "Old" 5 1 "Late" "Low"
"Apple" "Classroom" "Seen" "Classroom" 4 "P05" "Familiar" "Seen" 1 1 0 1 "Old" 4 1 "Late" "Low"
"Calculator" "Classroom" "New" "None" 3 "P05" "Familiar" "Seen" 0 0 0 0 "Old" 5 1 "Late" "Low"
"JBLSpeaker" "Classroom" "Seen" "StorageRoom" 3 "P05" "Familiar" "Seen" 1 1 0 0 "Old" 6 1 "Late" "Low"
"MechanicalGloves" "Classroom" "New" "None" 2 "P05" "Familiar" "Seen" 0 0 0 0 "Old" 1 1 "Early" "Low"
"OfficeBin" "Classroom" "Seen" "Classroom" 1 "P05" "Familiar" "Seen" 1 1 0 1 "Old" 3 1 "Early" "Low"
"SaltSub" "Classroom" "New" "None" 1 "P05" "Familiar" "Seen" 0 0 0 0 "Old" 2 1 "Early" "Low"
"Avocado" "Gym" "Seen" "Gym" 2 "P05" "Familiar" "Seen" 1 1 0 1 "Old" 1 1 "Early" "Low"
"CleaningBucket" "Gym" "Seen" "Library" 4 "P05" "Familiar" "Seen" 1 1 0 0 "Old" 2 1 "Early" "Low"
"Grape" "Gym" "Seen" "Classroom" 1 "P05" "Familiar" "Seen" 1 1 0 0 "Old" 3 1 "Early" "Low"
"Kettle" "Gym" "Familiar" "StorageRoom" 4 "P05" "Familiar" "Seen" 1 0 0 0 "Old" 5 1 "Late" "Low"
"RugbyBall" "Gym" "New" "None" 1 "P05" "Familiar" "Seen" 0 0 0 0 "Old" 4 1 "Late" "Low"
"Stapler" "Gym" "Familiar" "Bedroom" 2 "P05" "Familiar" "Seen" 1 0 0 0 "Old" 6 1 "Late" "Low"
"BaseballBat" "Library" "Seen" "Library" 2 "P05" "Novel" "Seen" 1 1 0 1 "Old" 2 7 "Early" "High"
"MokaEspress" "Library" "Seen" "StorageRoom" 4 "P05" "Novel" "Seen" 1 1 0 0 "Old" 4 7 "Late" "High"
"Muffin" "Library" "Seen" "Library" 3 "P05" "Novel" "Seen" 1 1 0 1 "Old" 5 7 "Late" "High"
"Mushroom" "Library" "New" "None" 1 "P05" "Novel" "Seen" 0 0 0 0 "Old" 1 7 "Early" "High"
"Openner" "Library" "Familiar" "Library" 4 "P05" "Novel" "Seen" 1 0 0 1 "Old" 6 7 "Late" "High"
"Spoons" "Library" "New" "None" 2 "P05" "Novel" "Seen" 0 0 0 0 "Old" 3 7 "Early" "High"
"Paprika" "LivingRoom" "New" "None" 2 "P05" "Novel" "Seen" 0 0 0 0 "Old" 5 7 "Late" "High"
"PencilSharpener" "LivingRoom" "New" "None" 3 "P05" "Novel" "Seen" 0 0 0 0 "Old" 1 7 "Early" "High"
"Pineapple" "LivingRoom" "Seen" "Classroom" 4 "P05" "Novel" "Seen" 1 1 0 0 "Old" 6 7 "Late" "High"
"Squeezer" "LivingRoom" "New" "None" 3 "P05" "Novel" "Seen" 0 0 0 0 "Old" 3 7 "Early" "High"
"Teacup" "LivingRoom" "New" "None" 1 "P05" "Novel" "Seen" 0 0 0 0 "Old" 4 7 "Late" "High"
"Toaster" "LivingRoom" "Seen" "LivingRoom" 2 "P05" "Novel" "Seen" 1 1 0 1 "Old" 2 7 "Early" "High"
"Cabbage" "StorageRoom" "Seen" "StorageRoom" 1 "P05" "Novel" "Seen" 1 1 0 1 "Old" 3 7 "Early" "High"
"Controller" "StorageRoom" "Seen" "Classroom" 1 "P05" "Novel" "Seen" 1 1 0 0 "Old" 2 7 "Early" "High"
"EggBeater" "StorageRoom" "Seen" "StorageRoom" 1 "P05" "Novel" "Seen" 1 1 0 1 "Old" 4 7 "Late" "High"
"Headphones" "StorageRoom" "Seen" "LivingRoom" 2 "P05" "Novel" "Seen" 1 1 0 0 "Old" 5 7 "Late" "High"
"NikonCamera" "StorageRoom" "Seen" "Bedroom" 2 "P05" "Novel" "Seen" 1 1 0 0 "Old" 1 7 "Early" "High"
"Typewriter" "StorageRoom" "Seen" "Classroom" 2 "P05" "Novel" "Seen" 1 1 0 0 "Old" 6 7 "Late" "High"
"MechanicalGloves" "Bedroom" "New" "None" 1 "P06" "Familiar" "Seen" 0 0 0 0 "Old" 6 4 "Late" "Low"
"Mouse" "Bedroom" "New" "None" 4 "P06" "Familiar" "Seen" 0 0 0 0 "Old" 1 4 "Early" "Low"
"Muffin" "Bedroom" "New" "None" 1 "P06" "Familiar" "Seen" 0 0 0 0 "Old" 3 4 "Early" "Low"
"PencilSharpener" "Bedroom" "Familiar" "Bedroom" 3 "P06" "Familiar" "Seen" 1 0 0 1 "Old" 4 4 "Late" "Low"
"RugbyBall" "Bedroom" "New" "None" 2 "P06" "Familiar" "Seen" 0 0 0 0 "Old" 5 4 "Late" "Low"
"Spoons" "Bedroom" "Familiar" "StorageRoom" 4 "P06" "Familiar" "Seen" 1 0 0 0 "Old" 2 4 "Early" "Low"
"Kettle" "Classroom" "Familiar" "None" 1 "P06" "Familiar" "Seen" 1 0 0 0 "Old" 2 3 "Early" "Low"
"MilkCarton" "Classroom" "New" "None" 4 "P06" "Familiar" "Seen" 0 0 0 0 "Old" 4 3 "Late" "Low"
"Paprika" "Classroom" "New" "None" 3 "P06" "Familiar" "Seen" 0 0 0 0 "Old" 5 3 "Late" "Low"
"SaltSub" "Classroom" "Seen" "LivingRoom" 2 "P06" "Familiar" "Seen" 1 1 0 0 "Old" 6 3 "Late" "Low"
"Toaster" "Classroom" "Familiar" "Classroom" 2 "P06" "Familiar" "Seen" 1 0 0 1 "Old" 3 3 "Early" "Low"
"Cabbaage" "Classroom" "Familiar" "Gym" 3 "P06" "Familiar" "Seen" 1 0 0 0 "Old" 1 3 "Early" "Low"
"BaseballBat" "Gym" "Familiar" "StorageRoom" 1 "P06" "Familiar" "Seen" 1 0 0 0 "Old" 4 3 "Late" "Low"
"Grape" "Gym" "New" "None" 4 "P06" "Familiar" "Seen" 0 0 0 0 "Old" 5 3 "Late" "Low"
"NikonCamera" "Gym" "Familiar" "Library" 1 "P06" "Familiar" "Seen" 1 0 0 0 "Old" 6 3 "Late" "Low"
"Padella" "Gym" "Familiar" "LivingRoom" 4 "P06" "Familiar" "Seen" 1 0 0 0 "Old" 3 3 "Early" "Low"
"Pineapple" "Gym" "New" "None" 2 "P06" "Familiar" "Seen" 0 0 0 0 "Old" 1 3 "Early" "Low"
"Typewriter" "Gym" "Familiar" "StorageRoom" 2 "P06" "Familiar" "Seen" 1 0 0 0 "Old" 2 3 "Early" "Low"
"Calculator" "Library" "Seen" "Bedroom" 3 "P06" "Novel" "Seen" 1 1 0 0 "Old" 6 3 "Late" "Low"
"Headphones" "Library" "New" "None" 1 "P06" "Novel" "Seen" 0 0 0 0 "Old" 2 3 "Early" "Low"
"Mushroom" "Library" "Seen" "StorageRoom" 1 "P06" "Novel" "Seen" 1 1 0 0 "Old" 5 3 "Late" "Low"
"OfficeBin" "Library" "Familiar" "LivingRoom" 3 "P06" "Novel" "Seen" 1 0 0 0 "Old" 3 3 "Early" "Low"
"Openner" "Library" "Seen" "Library" 2 "P06" "Novel" "Seen" 1 1 0 1 "Old" 1 3 "Early" "Low"
"PiggyBank" "Library" "Seen" "Bedroom" 3 "P06" "Novel" "Seen" 1 1 0 0 "Old" 4 3 "Late" "Low"
"Apple" "LivingRoom" "New" "None" 1 "P06" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"Controller" "LivingRoom" "New" "None" 2 "P06" "Novel" "Seen" 0 0 0 0 "Old" 1 6 "Early" "High"
